province,region,rank_total,province_total_million,province_items,agencies,category,category_budget_million,category_items,percent,rank_category_share
ตราด,ภาคตะวันออก,66,3293.0060,335,36,จัดซื้อครุภัณฑ์ ยานพาหนะ และทรัพย์สิน,42.3682,28,1.286612,72
ตราด,ภาคตะวันออก,66,3293.0060,335,36,ปรับปรุงและซ่อมแซมทรัพย์สินเดิม,191.0104,9,5.800487,15
ตราด,ภาคตะวันออก,66,3293.0060,335,36,อาคารและสิ่งก่อสร้างอื่น,719.9058,30,21.861661,3
ตราด,ภาคตะวันออก,66,3293.0060,335,36,อาหารและโภชนาการ,55.6915,50,1.691206,70
ตราด,ภาคตะวันออก,66,3293.0060,335,36,กิจกรรม อบรม และบริหารจัดการ,259.2493,11,7.872725,4
ตราด,ภาคตะวันออก,66,3293.0060,335,36,จ้างเหมาและบริการ,13.6624,58,0.414891,77
อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,67,3234.5779,650,43,ถนน สะพาน และทางสัญจร,839.3675,51,25.949831,41
อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,67,3234.5779,650,43,บุคลากร สวัสดิการ และเงินอุดหนุน,745.7766,216,23.056381,42
อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,67,3234.5779,650,43,น้ำ ชลประทาน ประปา และระบายน้ำ,791.8572,34,24.481006,14
อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,67,3234.5779,650,43,จัดซื้อครุภัณฑ์ ยานพาหนะ และทรัพย์สิน,144.3566,64,4.462919,13
อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,67,3234.5779,650,43,ปรับปรุงและซ่อมแซมทรัพย์สินเดิม,71.4190,8,2.207985,55
อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,67,3234.5779,650,43,อาคารและสิ่งก่อสร้างอื่น,444.0575,55,13.728453,26
อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,67,3234.5779,650,43,อาหารและโภชนาการ,108.8747,96,3.365963,21
อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,67,3234.5779,650,43,กิจกรรม อบรม และบริหารจัดการ,46.3832,21,1.433980,70
อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,67,3234.5779,650,43,จ้างเหมาและบริการ,42.4856,105,1.313482,59
มุกดาหาร,ภาคตะวันออกเฉียงเหนือ,68,3126.4153,606,35,ถนน สะพาน และทางสัญจร,766.1054,49,24.504275,46
มุกดาหาร,ภาคตะวันออกเฉียงเหนือ,68,3126.4153,606,35,บุคลากร สวัสดิการ และเงินอุดหนุน,764.2324,190,24.444366,33
มุกดาหาร,ภาคตะวันออกเฉียงเหนือ,68,3126.4153,606,35,น้ำ ชลประทาน ประปา และระบายน้ำ,854.5508,33,27.333246,9
มุกดาหาร,ภาคตะวันออกเฉียงเหนือ,68,3126.4153,606,35,จัดซื้อครุภัณฑ์ ยานพาหนะ และทรัพย์สิน,81.8314,58,2.617419,37
มุกดาหาร,ภาคตะวันออกเฉียงเหนือ,68,3126.4153,606,35,ปรับปรุงและซ่อมแซมทรัพย์สินเดิม,80.5835,8,2.577505,51
มุกดาหาร,ภาคตะวันออกเฉียงเหนือ,68,3126.4153,606,35,อาคารและสิ่งก่อสร้างอื่น,372.9423,42,11.928751,35
มุกดาหาร,ภาคตะวันออกเฉียงเหนือ,68,3126.4153,606,35,อาหารและโภชนาการ,121.5031,92,3.886339,10
มุกดาหาร,ภาคตะวันออกเฉียงเหนือ,68,3126.4153,606,35,กิจกรรม อบรม และบริหารจัดการ,55.9383,40,1.789215,66
มุกดาหาร,ภาคตะวันออกเฉียงเหนือ,68,3126.4153,606,35,จ้างเหมาและบริการ,28.7281,94,0.918883,70
สระแก้ว,ภาคตะวันออก,69,3106.3415,373,34,ถนน สะพาน และทางสัญจร,1263.3048,40,40.668574,8
สระแก้ว,ภาคตะวันออก,69,3106.3415,373,34,บุคลากร สวัสดิการ และเงินอุดหนุน,574.4824,116,18.493858,53
สระแก้ว,ภาคตะวันออก,69,3106.3415,373,34,น้ำ ชลประทาน ประปา และระบายน้ำ,549.6789,19,17.695379,36
สระแก้ว,ภาคตะวันออก,69,3106.3415,373,34,จัดซื้อครุภัณฑ์ ยานพาหนะ และทรัพย์สิน,35.5454,28,1.144285,74
สระแก้ว,ภาคตะวันออก,69,3106.3415,373,34,ปรับปรุงและซ่อมแซมทรัพย์สินเดิม,64.1288,16,2.064448,57
สระแก้ว,ภาคตะวันออก,69,3106.3415,373,34,อาคารและสิ่งก่อสร้างอื่น,317.6461,30,10.225730,54
สระแก้ว,ภาคตะวันออก,69,3106.3415,373,34,อาหารและโภชนาการ,95.1620,50,3.063475,31
สระแก้ว,ภาคตะวันออก,69,3106.3415,373,34,กิจกรรม อบรม และบริหารจัดการ,101.2669,8,3.260005,39
สระแก้ว,ภาคตะวันออก,69,3106.3415,373,34,จ้างเหมาและบริการ,105.1262,66,3.384245,16
ระนอง,ภาคใต้,70,2476.0473,293,30,ถนน สะพาน และทางสัญจร,1073.4459,24,43.353207,6
ระนอง,ภาคใต้,70,2476.0473,293,30,บุคลากร สวัสดิการ และเงินอุดหนุน,318.8132,91,12.875893,68
ระนอง,ภาคใต้,70,2476.0473,293,30,น้ำ ชลประทาน ประปา และระบายน้ำ,551.1257,20,22.258286,23
ระนอง,ภาคใต้,70,2476.0473,293,30,จัดซื้อครุภัณฑ์ ยานพาหนะ และทรัพย์สิน,23.0821,22,0.932216,75
ระนอง,ภาคใต้,70,2476.0473,293,30,ปรับปรุงและซ่อมแซมทรัพย์สินเดิม,91.5646,11,3.698015,34
ระนอง,ภาคใต้,70,2476.0473,293,30,อาคารและสิ่งก่อสร้างอื่น,262.8841,26,10.617087,51
ระนอง,ภาคใต้,70,2476.0473,293,30,อาหารและโภชนาการ,77.0911,40,3.113474,29
ระนอง,ภาคใต้,70,2476.0473,293,30,กิจกรรม อบรม และบริหารจัดการ,59.5886,14,2.406602,61
ระนอง,ภาคใต้,70,2476.0473,293,30,จ้างเหมาและบริการ,18.4520,45,0.745220,71
สตูล,ภาคใต้,71,2470.5543,293,28,ถนน สะพาน และทางสัญจร,589.0005,32,23.840824,52
สตูล,ภาคใต้,71,2470.5543,293,28,บุคลากร สวัสดิการ และเงินอุดหนุน,317.5003,75,12.851379,69
สตูล,ภาคใต้,71,2470.5543,293,28,น้ำ ชลประทาน ประปา และระบายน้ำ,1052.3659,34,42.596348,2
สตูล,ภาคใต้,71,2470.5543,293,28,จัดซื้อครุภัณฑ์ ยานพาหนะ และทรัพย์สิน,53.1337,30,2.150679,50
สตูล,ภาคใต้,71,2470.5543,293,28,ปรับปรุงและซ่อมแซมทรัพย์สินเดิม,39.6844,8,1.606295,69
สตูล,ภาคใต้,71,2470.5543,293,28,อาคารและสิ่งก่อสร้างอื่น,237.9937,29,9.633211,57
สตูล,ภาคใต้,71,2470.5543,293,28,อาหารและโภชนาการ,51.2111,30,2.072859,60
สตูล,ภาคใต้,71,2470.5543,293,28,กิจกรรม อบรม และบริหารจัดการ,76.7253,12,3.105591,44
สตูล,ภาคใต้,71,2470.5543,293,28,จ้างเหมาและบริการ,52.9394,43,2.142815,36
พังงา,ภาคใต้,72,2239.1172,390,41,ถนน สะพาน และทางสัญจร,539.4203,31,24.090758,51
พังงา,ภาคใต้,72,2239.1172,390,41,บุคลากร สวัสดิการ และเงินอุดหนุน,424.4869,123,18.957779,51
พังงา,ภาคใต้,72,2239.1172,390,41,น้ำ ชลประทาน ประปา และระบายน้ำ,379.8825,17,16.965726,41
พังงา,ภาคใต้,72,2239.1172,390,41,จัดซื้อครุภัณฑ์ ยานพาหนะ และทรัพย์สิน,50.2057,39,2.242210,44
พังงา,ภาคใต้,72,2239.1172,390,41,ปรับปรุงและซ่อมแซมทรัพย์สินเดิม,104.3797,4,4.661645,24
พังงา,ภาคใต้,72,2239.1172,390,41,อาคารและสิ่งก่อสร้างอื่น,448.3804,51,20.024874,7
พังงา,ภาคใต้,72,2239.1172,390,41,อาหารและโภชนาการ,78.6741,49,3.513621,16
พังงา,ภาคใต้,72,2239.1172,390,41,กิจกรรม อบรม และบริหารจัดการ,158.9756,16,7.099923,5
พังงา,ภาคใต้,72,2239.1172,390,41,จ้างเหมาและบริการ,54.7120,60,2.443463,30
หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,73,2068.3870,401,34,ถนน สะพาน และทางสัญจร,396.4936,27,19.169217,67
หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,73,2068.3870,401,34,บุคลากร สวัสดิการ และเงินอุดหนุน,656.7454,121,31.751573,15
หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,73,2068.3870,401,34,น้ำ ชลประทาน ประปา และระบายน้ำ,451.9469,17,21.850210,26
หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,73,2068.3870,401,34,จัดซื้อครุภัณฑ์ ยานพาหนะ และทรัพย์สิน,33.4036,33,1.614959,69
หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,73,2068.3870,401,34,ปรับปรุงและซ่อมแซมทรัพย์สินเดิม,31.4764,3,1.521785,70
หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,73,2068.3870,401,34,อาคารและสิ่งก่อสร้างอื่น,290.7810,38,14.058346,24
หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,73,2068.3870,401,34,อาหารและโภชนาการ,89.9587,58,4.349220,5
หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,73,2068.3870,401,34,กิจกรรม อบรม และบริหารจัดการ,52.2406,19,2.525669,57
หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,73,2068.3870,401,34,จ้างเหมาและบริการ,65.3408,85,3.159022,19
นครนายก,ภาคกลาง,74,1943.3268,291,28,ถนน สะพาน และทางสัญจร,452.3651,22,23.277871,56
นครนายก,ภาคกลาง,74,1943.3268,291,28,บุคลากร สวัสดิการ และเงินอุดหนุน,165.9866,45,8.541363,75
นครนายก,ภาคกลาง,74,1943.3268,291,28,น้ำ ชลประทาน ประปา และระบายน้ำ,244.4137,15,12.577077,60
นครนายก,ภาคกลาง,74,1943.3268,291,28,จัดซื้อครุภัณฑ์ ยานพาหนะ และทรัพย์สิน,211.2777,38,10.871959,2
นครนายก,ภาคกลาง,74,1943.3268,291,28,ปรับปรุงและซ่อมแซมทรัพย์สินเดิม,314.9897,14,16.208787,2
นครนายก,ภาคกลาง,74,1943.3268,291,28,อาคารและสิ่งก่อสร้างอื่น,249.6962,35,12.848904,31
นครนายก,ภาคกลาง,74,1943.3268,291,28,อาหารและโภชนาการ,30.9682,20,1.593566,72
นครนายก,ภาคกลาง,74,1943.3268,291,28,กิจกรรม อบรม และบริหารจัดการ,135.2416,44,6.959282,6
นครนายก,ภาคกลาง,74,1943.3268,291,28,จ้างเหมาและบริการ,138.3880,58,7.121190,3
สิงห์บุรี,ภาคกลาง,75,1863.2447,277,24,ถนน สะพาน และทางสัญจร,650.6272,31,34.919042,20
สิงห์บุรี,ภาคกลาง,75,1863.2447,277,24,บุคลากร สวัสดิการ และเงินอุดหนุน,313.6635,81,16.834262,58
สิงห์บุรี,ภาคกลาง,75,1863.2447,277,24,น้ำ ชลประทาน ประปา และระบายน้ำ,410.9156,23,22.053765,24
สิงห์บุรี,ภาคกลาง,75,1863.2447,277,24,จัดซื้อครุภัณฑ์ ยานพาหนะ และทรัพย์สิน,41.6981,27,2.237929,46
สิงห์บุรี,ภาคกลาง,75,1863.2447,277,24,ปรับปรุงและซ่อมแซมทรัพย์สินเดิม,62.0636,8,3.330942,37
สิงห์บุรี,ภาคกลาง,75,1863.2447,277,24,อาคารและสิ่งก่อสร้างอื่น,224.8984,29,12.070256,34
สิงห์บุรี,ภาคกลาง,75,1863.2447,277,24,อาหารและโภชนาการ,30.5581,32,1.640048,71
สิงห์บุรี,ภาคกลาง,75,1863.2447,277,24,กิจกรรม อบรม และบริหารจัดการ,117.5989,12,6.311511,11
สิงห์บุรี,ภาคกลาง,75,1863.2447,277,24,จ้างเหมาและบริการ,11.2213,34,0.602245,75
แม่ฮ่องสอน,ภาคเหนือ,76,1772.7883,326,34,ถนน สะพาน และทางสัญจร,546.8583,27,30.847355,28
แม่ฮ่องสอน,ภาคเหนือ,76,1772.7883,326,34,บุคลากร สวัสดิการ และเงินอุดหนุน,218.1753,104,12.306901,71
แม่ฮ่องสอน,ภาคเหนือ,76,1772.7883,326,34,น้ำ ชลประทาน ประปา และระบายน้ำ,240.1830,14,13.548318,52
แม่ฮ่องสอน,ภาคเหนือ,76,1772.7883,326,34,จัดซื้อครุภัณฑ์ ยานพาหนะ และทรัพย์สิน,52.6848,34,2.971861,29
แม่ฮ่องสอน,ภาคเหนือ,76,1772.7883,326,34,ปรับปรุงและซ่อมแซมทรัพย์สินเดิม,158.0510,17,8.915391,7
แม่ฮ่องสอน,ภาคเหนือ,76,1772.7883,326,34,อาคารและสิ่งก่อสร้างอื่น,434.4688,29,24.507653,2
แม่ฮ่องสอน,ภาคเหนือ,76,1772.7883,326,34,อาหารและโภชนาการ,52.1970,28,2.944345,34
แม่ฮ่องสอน,ภาคเหนือ,76,1772.7883,326,34,กิจกรรม อบรม และบริหารจัดการ,46.1624,29,2.603943,54
แม่ฮ่องสอน,ภาคเหนือ,76,1772.7883,326,34,จ้างเหมาและบริการ,24.0077,44,1.354234,57
สมุทรสงคราม,ภาคกลาง,77,1331.6055,242,32,ถนน สะพาน และทางสัญจร,220.8870,16,16.588021,73
สมุทรสงคราม,ภาคกลาง,77,1331.6055,242,32,บุคลากร สวัสดิการ และเงินอุดหนุน,302.8531,67,22.743455,43
สมุทรสงคราม,ภาคกลาง,77,1331.6055,242,32,น้ำ ชลประทาน ประปา และระบายน้ำ,208.6832,15,15.671548,47
สมุทรสงคราม,ภาคกลาง,77,1331.6055,242,32,จัดซื้อครุภัณฑ์ ยานพาหนะ และทรัพย์สิน,30.6837,19,2.304264,43
สมุทรสงคราม,ภาคกลาง,77,1331.6055,242,32,ปรับปรุงและซ่อมแซมทรัพย์สินเดิม,92.7029,4,6.961739,11
สมุทรสงคราม,ภาคกลาง,77,1331.6055,242,32,อาคารและสิ่งก่อสร้างอื่น,339.9436,25,25.528852,1
สมุทรสงคราม,ภาคกลาง,77,1331.6055,242,32,อาหารและโภชนาการ,40.8359,28,3.066667,30
สมุทรสงคราม,ภาคกลาง,77,1331.6055,242,32,กิจกรรม อบรม และบริหารจัดการ,32.6916,25,2.455051,60
สมุทรสงคราม,ภาคกลาง,77,1331.6055,242,32,จ้างเหมาและบริการ,62.3245,43,4.680403,6
